part_id,part_name,vehicle_model,variant,category,current_stock,reorder_level,supplier_id,supplier_name,lead_time_days,moq,unit_cost,single_source,sk
PART-OIL-5W30,Engine Oil 5W-30 1L,MARUTI_SWIFT,2021,Consumable,19,16,SUP-002,Honda OEM Supplies,10,25,3720.67,False,MARUTI_SWIFT#2021
PART-OIL-5W30,Engine Oil 5W-30 1L,MARUTI_SWIFT,2023,Consumable,33,16,SUP-004,Hyundai OEM,8,22,3695.53,True,MARUTI_SWIFT#2023
PART-OIL-5W30,Engine Oil 5W-30 1L,HONDA_CITY,2022,Consumable,70,16,SUP-010,Universal Auto,4,8,207.32,True,HONDA_CITY#2022
PART-OIL-5W30,Engine Oil 5W-30 1L,HONDA_CITY,2020,Consumable,45,16,SUP-004,Hyundai OEM,8,22,2551.51,True,HONDA_CITY#2020
PART-OIL-5W30,Engine Oil 5W-30 1L,HYUNDAI_I20,2023,Consumable,41,16,SUP-009,Toyota OEM,10,25,3594.3,False,HYUNDAI_I20#2023
PART-OIL-5W30,Engine Oil 5W-30 1L,HYUNDAI_I20,2021,Consumable,73,16,SUP-004,Hyundai OEM,8,22,2966.87,True,HYUNDAI_I20#2021
PART-OIL-5W30,Engine Oil 5W-30 1L,TOYOTA_INNOVA,2020,Consumable,70,16,SUP-003,Maruti Suzuki OEM,7,20,1734.24,False,TOYOTA_INNOVA#2020
PART-OIL-5W30,Engine Oil 5W-30 1L,TOYOTA_INNOVA,2022,Consumable,59,16,SUP-004,Hyundai OEM,8,22,555.94,False,TOYOTA_INNOVA#2022
PART-OIL-5W30,Engine Oil 5W-30 1L,TATA_NEXON,2023,Consumable,61,16,SUP-002,Honda OEM Supplies,10,25,4245.1,False,TATA_NEXON#2023
PART-OIL-5W30,Engine Oil 5W-30 1L,KIA_SELTOS,2022,Consumable,74,16,SUP-001,Castrol India,3,12,2704.33,False,KIA_SELTOS#2022
PART-OIL-10W40,Engine Oil 10W-40 1L,MARUTI_SWIFT,2021,Consumable,43,8,SUP-002,Honda OEM Supplies,10,25,1501.23,False,MARUTI_SWIFT#2021
PART-OIL-10W40,Engine Oil 10W-40 1L,MARUTI_SWIFT,2023,Consumable,20,8,SUP-010,Universal Auto,4,8,3537.63,True,MARUTI_SWIFT#2023
PART-OIL-10W40,Engine Oil 10W-40 1L,HONDA_CITY,2022,Consumable,26,8,SUP-004,Hyundai OEM,8,22,4926.85,False,HONDA_CITY#2022
PART-OIL-10W40,Engine Oil 10W-40 1L,HONDA_CITY,2020,Consumable,32,8,SUP-002,Honda OEM Supplies,10,25,1425.97,False,HONDA_CITY#2020
PART-OIL-10W40,Engine Oil 10W-40 1L,HYUNDAI_I20,2023,Consumable,31,8,SUP-003,Maruti Suzuki OEM,7,20,1808.59,False,HYUNDAI_I20#2023
PART-OIL-10W40,Engine Oil 10W-40 1L,HYUNDAI_I20,2021,Consumable,46,8,SUP-002,Honda OEM Supplies,10,25,3193.14,False,HYUNDAI_I20#2021
PART-OIL-10W40,Engine Oil 10W-40 1L,TOYOTA_INNOVA,2020,Consumable,37,8,SUP-003,Maruti Suzuki OEM,7,20,1928.3,False,TOYOTA_INNOVA#2020
PART-OIL-10W40,Engine Oil 10W-40 1L,TOYOTA_INNOVA,2022,Consumable,11,8,SUP-006,Amaron Batteries,3,10,1183.79,True,TOYOTA_INNOVA#2022
PART-OIL-10W40,Engine Oil 10W-40 1L,TATA_NEXON,2023,Consumable,33,8,SUP-006,Amaron Batteries,3,10,1375.32,False,TATA_NEXON#2023
PART-OIL-10W40,Engine Oil 10W-40 1L,KIA_SELTOS,2022,Consumable,28,8,SUP-010,Universal Auto,4,8,1102.5,False,KIA_SELTOS#2022
PART-AIR-FLT,Air Filter,MARUTI_SWIFT,2021,Consumable,34,6,SUP-007,NGK Spark Plugs,6,15,4577.01,False,MARUTI_SWIFT#2021
PART-AIR-FLT,Air Filter,MARUTI_SWIFT,2023,Consumable,14,6,SUP-003,Maruti Suzuki OEM,7,20,741.17,False,MARUTI_SWIFT#2023
PART-AIR-FLT,Air Filter,HONDA_CITY,2022,Consumable,19,6,SUP-010,Universal Auto,4,8,4494.22,False,HONDA_CITY#2022
PART-AIR-FLT,Air Filter,HONDA_CITY,2020,Consumable,13,6,SUP-006,Amaron Batteries,3,10,4986.76,False,HONDA_CITY#2020
PART-AIR-FLT,Air Filter,HYUNDAI_I20,2023,Consumable,21,6,SUP-009,Toyota OEM,10,25,500.0,True,HYUNDAI_I20#2023
PART-AIR-FLT,Air Filter,HYUNDAI_I20,2021,Consumable,10,6,SUP-002,Honda OEM Supplies,10,25,3155.86,False,HYUNDAI_I20#2021
PART-AIR-FLT,Air Filter,TOYOTA_INNOVA,2020,Consumable,8,6,SUP-010,Universal Auto,4,8,1954.6,False,TOYOTA_INNOVA#2020
PART-AIR-FLT,Air Filter,TOYOTA_INNOVA,2022,Consumable,14,6,SUP-009,Toyota OEM,10,25,4856.84,True,TOYOTA_INNOVA#2022
PART-AIR-FLT,Air Filter,TATA_NEXON,2023,Consumable,27,6,SUP-002,Honda OEM Supplies,10,25,4429.7,False,TATA_NEXON#2023
PART-AIR-FLT,Air Filter,KIA_SELTOS,2022,Consumable,9,6,SUP-006,Amaron Batteries,3,10,1502.83,False,KIA_SELTOS#2022
PART-OIL-FLT,Oil Filter,MARUTI_SWIFT,2021,Consumable,14,14,SUP-008,Bosch India,5,18,4771.39,False,MARUTI_SWIFT#2021
PART-OIL-FLT,Oil Filter,MARUTI_SWIFT,2023,Consumable,36,14,SUP-009,Toyota OEM,10,25,2563.02,True,MARUTI_SWIFT#2023
PART-OIL-FLT,Oil Filter,HONDA_CITY,2022,Consumable,78,14,SUP-005,MRF Tyres,14,30,3064.4,False,HONDA_CITY#2022
PART-OIL-FLT,Oil Filter,HONDA_CITY,2020,Consumable,34,14,SUP-006,Amaron Batteries,3,10,2719.93,True,HONDA_CITY#2020
PART-OIL-FLT,Oil Filter,HYUNDAI_I20,2023,Consumable,55,14,SUP-010,Universal Auto,4,8,2468.6,True,HYUNDAI_I20#2023
PART-OIL-FLT,Oil Filter,HYUNDAI_I20,2021,Consumable,53,14,SUP-006,Amaron Batteries,3,10,1235.29,False,HYUNDAI_I20#2021
PART-OIL-FLT,Oil Filter,TOYOTA_INNOVA,2020,Consumable,24,14,SUP-010,Universal Auto,4,8,473.98,False,TOYOTA_INNOVA#2020
PART-OIL-FLT,Oil Filter,TOYOTA_INNOVA,2022,Consumable,82,14,SUP-002,Honda OEM Supplies,10,25,3840.88,False,TOYOTA_INNOVA#2022
PART-OIL-FLT,Oil Filter,TATA_NEXON,2023,Consumable,84,14,SUP-008,Bosch India,5,18,867.38,False,TATA_NEXON#2023
PART-OIL-FLT,Oil Filter,KIA_SELTOS,2022,Consumable,83,14,SUP-004,Hyundai OEM,8,22,3788.56,False,KIA_SELTOS#2022
PART-BRK-PAD-F,Brake Pad Front,MARUTI_SWIFT,2021,Wear Item,17,5,SUP-005,MRF Tyres,14,30,4975.99,False,MARUTI_SWIFT#2021
PART-BRK-PAD-F,Brake Pad Front,MARUTI_SWIFT,2023,Wear Item,21,5,SUP-008,Bosch India,5,18,2284.86,False,MARUTI_SWIFT#2023
PART-BRK-PAD-F,Brake Pad Front,HONDA_CITY,2022,Wear Item,7,5,SUP-004,Hyundai OEM,8,22,1723.52,False,HONDA_CITY#2022
PART-BRK-PAD-F,Brake Pad Front,HONDA_CITY,2020,Wear Item,12,5,SUP-010,Universal Auto,4,8,85.59,True,HONDA_CITY#2020
PART-BRK-PAD-F,Brake Pad Front,HYUNDAI_I20,2023,Wear Item,7,5,SUP-004,Hyundai OEM,8,22,4531.83,False,HYUNDAI_I20#2023
PART-BRK-PAD-F,Brake Pad Front,HYUNDAI_I20,2021,Wear Item,21,5,SUP-002,Honda OEM Supplies,10,25,1228.12,False,HYUNDAI_I20#2021
PART-BRK-PAD-F,Brake Pad Front,TOYOTA_INNOVA,2020,Wear Item,22,5,SUP-004,Hyundai OEM,8,22,704.94,False,TOYOTA_INNOVA#2020
PART-BRK-PAD-F,Brake Pad Front,TOYOTA_INNOVA,2022,Wear Item,30,5,SUP-004,Hyundai OEM,8,22,2391.22,False,TOYOTA_INNOVA#2022
PART-BRK-PAD-F,Brake Pad Front,TATA_NEXON,2023,Wear Item,8,5,SUP-004,Hyundai OEM,8,22,529.81,False,TATA_NEXON#2023
PART-BRK-PAD-F,Brake Pad Front,KIA_SELTOS,2022,Wear Item,18,5,SUP-006,Amaron Batteries,3,10,2084.96,True,KIA_SELTOS#2022
PART-BRK-PAD-R,Brake Pad Rear,MARUTI_SWIFT,2021,Wear Item,6,5,SUP-002,Honda OEM Supplies,10,25,2042.98,False,MARUTI_SWIFT#2021
PART-BRK-PAD-R,Brake Pad Rear,MARUTI_SWIFT,2023,Wear Item,12,5,SUP-002,Honda OEM Supplies,10,25,998.37,False,MARUTI_SWIFT#2023
PART-BRK-PAD-R,Brake Pad Rear,HONDA_CITY,2022,Wear Item,18,5,SUP-003,Maruti Suzuki OEM,7,20,958.27,False,HONDA_CITY#2022
PART-BRK-PAD-R,Brake Pad Rear,HONDA_CITY,2020,Wear Item,7,5,SUP-004,Hyundai OEM,8,22,2243.5,True,HONDA_CITY#2020
PART-BRK-PAD-R,Brake Pad Rear,HYUNDAI_I20,2023,Wear Item,25,5,SUP-001,Castrol India,3,12,4996.45,True,HYUNDAI_I20#2023
PART-BRK-PAD-R,Brake Pad Rear,HYUNDAI_I20,2021,Wear Item,29,5,SUP-002,Honda OEM Supplies,10,25,4251.04,False,HYUNDAI_I20#2021
PART-BRK-PAD-R,Brake Pad Rear,TOYOTA_INNOVA,2020,Wear Item,20,5,SUP-007,NGK Spark Plugs,6,15,2432.72,False,TOYOTA_INNOVA#2020
PART-BRK-PAD-R,Brake Pad Rear,TOYOTA_INNOVA,2022,Wear Item,10,5,SUP-001,Castrol India,3,12,1925.92,False,TOYOTA_INNOVA#2022
PART-BRK-PAD-R,Brake Pad Rear,TATA_NEXON,2023,Wear Item,30,5,SUP-005,MRF Tyres,14,30,3936.39,False,TATA_NEXON#2023
PART-BRK-PAD-R,Brake Pad Rear,KIA_SELTOS,2022,Wear Item,27,5,SUP-007,NGK Spark Plugs,6,15,4788.72,False,KIA_SELTOS#2022
PART-TYRE-185,Tyre 185/65 R15,MARUTI_SWIFT,2021,Wear Item,11,5,SUP-003,Maruti Suzuki OEM,7,20,1518.7,True,MARUTI_SWIFT#2021
PART-TYRE-185,Tyre 185/65 R15,MARUTI_SWIFT,2023,Wear Item,28,5,SUP-010,Universal Auto,4,8,2733.87,False,MARUTI_SWIFT#2023
PART-TYRE-185,Tyre 185/65 R15,HYUNDAI_I20,2023,Wear Item,6,5,SUP-001,Castrol India,3,12,2941.68,False,HYUNDAI_I20#2023
PART-TYRE-185,Tyre 185/65 R15,HYUNDAI_I20,2021,Wear Item,21,5,SUP-001,Castrol India,3,12,446.55,False,HYUNDAI_I20#2021
PART-TYRE-195,Tyre 195/65 R15,HONDA_CITY,2022,Wear Item,24,5,SUP-002,Honda OEM Supplies,10,25,386.41,False,HONDA_CITY#2022
PART-TYRE-195,Tyre 195/65 R15,HONDA_CITY,2020,Wear Item,8,5,SUP-007,NGK Spark Plugs,6,15,4710.9,False,HONDA_CITY#2020
PART-TYRE-195,Tyre 195/65 R15,TATA_NEXON,2023,Wear Item,24,5,SUP-010,Universal Auto,4,8,246.72,True,TATA_NEXON#2023
PART-TYRE-195,Tyre 195/65 R15,KIA_SELTOS,2022,Wear Item,26,5,SUP-007,NGK Spark Plugs,6,15,2939.18,False,KIA_SELTOS#2022
PART-TYRE-215,Tyre 215/60 R17,TOYOTA_INNOVA,2020,Wear Item,11,5,SUP-005,MRF Tyres,14,30,3365.14,False,TOYOTA_INNOVA#2020
PART-TYRE-215,Tyre 215/60 R17,TOYOTA_INNOVA,2022,Wear Item,13,5,SUP-004,Hyundai OEM,8,22,2009.14,False,TOYOTA_INNOVA#2022
PART-BATT-35AH,Battery 35Ah,MARUTI_SWIFT,2021,Consumable,15,5,SUP-008,Bosch India,5,18,4648.64,True,MARUTI_SWIFT#2021
PART-BATT-35AH,Battery 35Ah,MARUTI_SWIFT,2023,Consumable,19,5,SUP-001,Castrol India,3,12,3124.74,True,MARUTI_SWIFT#2023
PART-BATT-35AH,Battery 35Ah,HYUNDAI_I20,2023,Consumable,22,5,SUP-002,Honda OEM Supplies,10,25,1105.11,False,HYUNDAI_I20#2023
PART-BATT-35AH,Battery 35Ah,HYUNDAI_I20,2021,Consumable,16,5,SUP-003,Maruti Suzuki OEM,7,20,4410.28,False,HYUNDAI_I20#2021
PART-BATT-45AH,Battery 45Ah,HONDA_CITY,2022,Consumable,14,5,SUP-006,Amaron Batteries,3,10,830.85,False,HONDA_CITY#2022
PART-BATT-45AH,Battery 45Ah,HONDA_CITY,2020,Consumable,30,5,SUP-010,Universal Auto,4,8,3287.18,True,HONDA_CITY#2020
PART-BATT-45AH,Battery 45Ah,TATA_NEXON,2023,Consumable,14,5,SUP-009,Toyota OEM,10,25,4662.19,True,TATA_NEXON#2023
PART-BATT-45AH,Battery 45Ah,KIA_SELTOS,2022,Consumable,13,5,SUP-003,Maruti Suzuki OEM,7,20,621.37,True,KIA_SELTOS#2022
PART-BATT-60AH,Battery 60Ah,TOYOTA_INNOVA,2020,Consumable,9,5,SUP-009,Toyota OEM,10,25,1398.12,False,TOYOTA_INNOVA#2020
PART-BATT-60AH,Battery 60Ah,TOYOTA_INNOVA,2022,Consumable,11,5,SUP-006,Amaron Batteries,3,10,3453.11,False,TOYOTA_INNOVA#2022
PART-SPRK-NGK,Spark Plug NGK,MARUTI_SWIFT,2021,Consumable,39,8,SUP-009,Toyota OEM,10,25,1293.05,True,MARUTI_SWIFT#2021
PART-SPRK-NGK,Spark Plug NGK,MARUTI_SWIFT,2023,Consumable,48,8,SUP-002,Honda OEM Supplies,10,25,2146.7,False,MARUTI_SWIFT#2023
PART-SPRK-NGK,Spark Plug NGK,HONDA_CITY,2022,Consumable,8,8,SUP-001,Castrol India,3,12,1701.1,False,HONDA_CITY#2022
PART-SPRK-NGK,Spark Plug NGK,HONDA_CITY,2020,Consumable,18,8,SUP-005,MRF Tyres,14,30,3719.09,False,HONDA_CITY#2020
PART-SPRK-NGK,Spark Plug NGK,HYUNDAI_I20,2023,Consumable,8,8,SUP-009,Toyota OEM,10,25,603.78,False,HYUNDAI_I20#2023
PART-SPRK-NGK,Spark Plug NGK,HYUNDAI_I20,2021,Consumable,10,8,SUP-009,Toyota OEM,10,25,4181.25,False,HYUNDAI_I20#2021
PART-SPRK-NGK,Spark Plug NGK,TATA_NEXON,2023,Consumable,16,8,SUP-007,NGK Spark Plugs,6,15,257.05,False,TATA_NEXON#2023
PART-SPRK-NGK,Spark Plug NGK,KIA_SELTOS,2022,Consumable,30,8,SUP-001,Castrol India,3,12,1089.88,False,KIA_SELTOS#2022
PART-CLNT-1L,Coolant 1L,MARUTI_SWIFT,2021,Consumable,16,5,SUP-002,Honda OEM Supplies,10,25,3911.58,False,MARUTI_SWIFT#2021
PART-CLNT-1L,Coolant 1L,MARUTI_SWIFT,2023,Consumable,28,5,SUP-010,Universal Auto,4,8,815.04,False,MARUTI_SWIFT#2023
PART-CLNT-1L,Coolant 1L,HONDA_CITY,2022,Consumable,30,5,SUP-003,Maruti Suzuki OEM,7,20,4063.32,False,HONDA_CITY#2022
PART-CLNT-1L,Coolant 1L,HONDA_CITY,2020,Consumable,10,5,SUP-001,Castrol India,3,12,3695.99,False,HONDA_CITY#2020
PART-CLNT-1L,Coolant 1L,HYUNDAI_I20,2023,Consumable,30,5,SUP-007,NGK Spark Plugs,6,15,3366.04,False,HYUNDAI_I20#2023
PART-CLNT-1L,Coolant 1L,HYUNDAI_I20,2021,Consumable,10,5,SUP-005,MRF Tyres,14,30,3947.5,True,HYUNDAI_I20#2021
PART-CLNT-1L,Coolant 1L,TOYOTA_INNOVA,2020,Consumable,6,5,SUP-007,NGK Spark Plugs,6,15,4300.04,False,TOYOTA_INNOVA#2020
PART-CLNT-1L,Coolant 1L,TOYOTA_INNOVA,2022,Consumable,19,5,SUP-004,Hyundai OEM,8,22,1780.81,False,TOYOTA_INNOVA#2022
PART-CLNT-1L,Coolant 1L,TATA_NEXON,2023,Consumable,5,5,SUP-004,Hyundai OEM,8,22,3317.16,False,TATA_NEXON#2023
PART-CLNT-1L,Coolant 1L,KIA_SELTOS,2022,Consumable,13,5,SUP-006,Amaron Batteries,3,10,4328.55,False,KIA_SELTOS#2022
PART-WSHLD-FLD,Windshield Fluid 1L,MARUTI_SWIFT,2021,Consumable,25,5,SUP-006,Amaron Batteries,3,10,2571.56,False,MARUTI_SWIFT#2021
PART-WSHLD-FLD,Windshield Fluid 1L,MARUTI_SWIFT,2023,Consumable,8,5,SUP-001,Castrol India,3,12,4391.34,False,MARUTI_SWIFT#2023
