part_id,part_name,vehicle_model,variant,category,current_stock,reorder_level,supplier_id,supplier_name,lead_time_days,moq,unit_cost,single_source,sk
PART-WSHLD-FLD,Windshield Fluid 1L,HONDA_CITY,2022,Consumable,23,5,SUP-003,Maruti Suzuki OEM,7,20,4814.54,False,HONDA_CITY#2022
PART-WSHLD-FLD,Windshield Fluid 1L,HONDA_CITY,2020,Consumable,8,5,SUP-001,Castrol India,3,12,3003.03,False,HONDA_CITY#2020
PART-WSHLD-FLD,Windshield Fluid 1L,HYUNDAI_I20,2023,Consumable,18,5,SUP-006,Amaron Batteries,3,10,3050.73,True,HYUNDAI_I20#2023
PART-WSHLD-FLD,Windshield Fluid 1L,HYUNDAI_I20,2021,Consumable,23,5,SUP-007,NGK Spark Plugs,6,15,990.89,True,HYUNDAI_I20#2021
PART-WSHLD-FLD,Windshield Fluid 1L,TOYOTA_INNOVA,2020,Consumable,5,5,SUP-007,NGK Spark Plugs,6,15,2623.61,False,TOYOTA_INNOVA#2020
PART-WSHLD-FLD,Windshield Fluid 1L,TOYOTA_INNOVA,2022,Consumable,18,5,SUP-006,Amaron Batteries,3,10,396.37,False,TOYOTA_INNOVA#2022
PART-WSHLD-FLD,Windshield Fluid 1L,TATA_NEXON,2023,Consumable,15,5,SUP-010,Universal Auto,4,8,3333.77,True,TATA_NEXON#2023
PART-WSHLD-FLD,Windshield Fluid 1L,KIA_SELTOS,2022,Consumable,21,5,SUP-005,MRF Tyres,14,30,1580.96,False,KIA_SELTOS#2022
PART-BRK-FLUID,Brake Fluid DOT4,MARUTI_SWIFT,2021,Consumable,17,5,SUP-006,Amaron Batteries,3,10,3501.18,False,MARUTI_SWIFT#2021
PART-BRK-FLUID,Brake Fluid DOT4,MARUTI_SWIFT,2023,Consumable,18,5,SUP-004,Hyundai OEM,8,22,3341.4,False,MARUTI_SWIFT#2023
PART-BRK-FLUID,Brake Fluid DOT4,HONDA_CITY,2022,Consumable,24,5,SUP-003,Maruti Suzuki OEM,7,20,2867.07,False,HONDA_CITY#2022
PART-BRK-FLUID,Brake Fluid DOT4,HONDA_CITY,2020,Consumable,5,5,SUP-009,Toyota OEM,10,25,1554.18,False,HONDA_CITY#2020
PART-BRK-FLUID,Brake Fluid DOT4,HYUNDAI_I20,2023,Consumable,30,5,SUP-007,NGK Spark Plugs,6,15,2920.92,False,HYUNDAI_I20#2023
PART-BRK-FLUID,Brake Fluid DOT4,HYUNDAI_I20,2021,Consumable,19,5,SUP-008,Bosch India,5,18,2238.69,False,HYUNDAI_I20#2021
PART-BRK-FLUID,Brake Fluid DOT4,TOYOTA_INNOVA,2020,Consumable,20,5,SUP-009,Toyota OEM,10,25,3978.99,False,TOYOTA_INNOVA#2020
PART-BRK-FLUID,Brake Fluid DOT4,TOYOTA_INNOVA,2022,Consumable,14,5,SUP-002,Honda OEM Supplies,10,25,2601.49,False,TOYOTA_INNOVA#2022
PART-BRK-FLUID,Brake Fluid DOT4,TATA_NEXON,2023,Consumable,29,5,SUP-002,Honda OEM Supplies,10,25,1212.6,False,TATA_NEXON#2023
PART-BRK-FLUID,Brake Fluid DOT4,KIA_SELTOS,2022,Consumable,30,5,SUP-004,Hyundai OEM,8,22,1035.69,True,KIA_SELTOS#2022
PART-ACBELT,AC Belt,MARUTI_SWIFT,2021,Wear Item,12,5,SUP-001,Castrol India,3,12,4920.48,True,MARUTI_SWIFT#2021
PART-ACBELT,AC Belt,MARUTI_SWIFT,2023,Wear Item,18,5,SUP-008,Bosch India,5,18,4436.38,False,MARUTI_SWIFT#2023
PART-ACBELT,AC Belt,HONDA_CITY,2022,Wear Item,20,5,SUP-007,NGK Spark Plugs,6,15,2028.28,False,HONDA_CITY#2022
PART-ACBELT,AC Belt,HONDA_CITY,2020,Wear Item,29,5,SUP-001,Castrol India,3,12,4309.18,True,HONDA_CITY#2020
PART-ACBELT,AC Belt,HYUNDAI_I20,2023,Wear Item,12,5,SUP-007,NGK Spark Plugs,6,15,920.64,False,HYUNDAI_I20#2023
PART-ACBELT,AC Belt,HYUNDAI_I20,2021,Wear Item,22,5,SUP-001,Castrol India,3,12,1283.53,True,HYUNDAI_I20#2021
PART-ACBELT,AC Belt,TOYOTA_INNOVA,2020,Wear Item,9,5,SUP-008,Bosch India,5,18,4017.01,False,TOYOTA_INNOVA#2020
PART-ACBELT,AC Belt,TOYOTA_INNOVA,2022,Wear Item,24,5,SUP-008,Bosch India,5,18,4084.28,False,TOYOTA_INNOVA#2022
PART-ACBELT,AC Belt,TATA_NEXON,2023,Wear Item,19,5,SUP-009,Toyota OEM,10,25,4491.18,False,TATA_NEXON#2023
PART-ACBELT,AC Belt,KIA_SELTOS,2022,Wear Item,13,5,SUP-008,Bosch India,5,18,3771.3,False,KIA_SELTOS#2022
PART-ALTBELT,Alternator Belt,MARUTI_SWIFT,2021,Wear Item,20,5,SUP-009,Toyota OEM,10,25,3152.4,False,MARUTI_SWIFT#2021
PART-ALTBELT,Alternator Belt,MARUTI_SWIFT,2023,Wear Item,7,5,SUP-008,Bosch India,5,18,3582.05,False,MARUTI_SWIFT#2023
PART-ALTBELT,Alternator Belt,HONDA_CITY,2022,Wear Item,15,5,SUP-005,MRF Tyres,14,30,1632.56,True,HONDA_CITY#2022
PART-ALTBELT,Alternator Belt,HONDA_CITY,2020,Wear Item,9,5,SUP-003,Maruti Suzuki OEM,7,20,1194.74,False,HONDA_CITY#2020
PART-ALTBELT,Alternator Belt,HYUNDAI_I20,2023,Wear Item,7,5,SUP-004,Hyundai OEM,8,22,2103.6,False,HYUNDAI_I20#2023
PART-ALTBELT,Alternator Belt,HYUNDAI_I20,2021,Wear Item,19,5,SUP-009,Toyota OEM,10,25,2108.08,False,HYUNDAI_I20#2021
PART-ALTBELT,Alternator Belt,TOYOTA_INNOVA,2020,Wear Item,17,5,SUP-007,NGK Spark Plugs,6,15,4528.95,True,TOYOTA_INNOVA#2020
PART-ALTBELT,Alternator Belt,TOYOTA_INNOVA,2022,Wear Item,17,5,SUP-010,Universal Auto,4,8,2411.05,False,TOYOTA_INNOVA#2022
PART-ALTBELT,Alternator Belt,TATA_NEXON,2023,Wear Item,29,5,SUP-005,MRF Tyres,14,30,1980.43,False,TATA_NEXON#2023
PART-ALTBELT,Alternator Belt,KIA_SELTOS,2022,Wear Item,28,5,SUP-009,Toyota OEM,10,25,3686.44,False,KIA_SELTOS#2022
PART-TIMCHAIN,Timing Chain,MARUTI_SWIFT,2021,OEM Part,12,5,SUP-008,Bosch India,5,18,1401.03,False,MARUTI_SWIFT#2021
PART-TIMCHAIN,Timing Chain,MARUTI_SWIFT,2023,OEM Part,17,5,SUP-001,Castrol India,3,12,1713.84,False,MARUTI_SWIFT#2023
PART-TIMCHAIN,Timing Chain,HONDA_CITY,2022,OEM Part,19,5,SUP-003,Maruti Suzuki OEM,7,20,4601.73,True,HONDA_CITY#2022
PART-TIMCHAIN,Timing Chain,HONDA_CITY,2020,OEM Part,23,5,SUP-007,NGK Spark Plugs,6,15,2843.74,True,HONDA_CITY#2020
PART-TIMCHAIN,Timing Chain,HYUNDAI_I20,2023,OEM Part,25,5,SUP-002,Honda OEM Supplies,10,25,2171.63,False,HYUNDAI_I20#2023
PART-TIMCHAIN,Timing Chain,HYUNDAI_I20,2021,OEM Part,6,5,SUP-003,Maruti Suzuki OEM,7,20,1337.77,False,HYUNDAI_I20#2021
PART-TIMCHAIN,Timing Chain,TOYOTA_INNOVA,2020,OEM Part,19,5,SUP-004,Hyundai OEM,8,22,1667.89,False,TOYOTA_INNOVA#2020
PART-TIMCHAIN,Timing Chain,TOYOTA_INNOVA,2022,OEM Part,29,5,SUP-005,MRF Tyres,14,30,4758.46,False,TOYOTA_INNOVA#2022
PART-TIMCHAIN,Timing Chain,TATA_NEXON,2023,OEM Part,7,5,SUP-005,MRF Tyres,14,30,2378.02,True,TATA_NEXON#2023
PART-TIMCHAIN,Timing Chain,KIA_SELTOS,2022,OEM Part,12,5,SUP-006,Amaron Batteries,3,10,3268.21,True,KIA_SELTOS#2022
PART-CLUTCH,Clutch Plate,MARUTI_SWIFT,2021,Wear Item,12,5,SUP-001,Castrol India,3,12,1036.84,True,MARUTI_SWIFT#2021
PART-CLUTCH,Clutch Plate,MARUTI_SWIFT,2023,Wear Item,9,5,SUP-010,Universal Auto,4,8,1230.8,False,MARUTI_SWIFT#2023
PART-CLUTCH,Clutch Plate,HYUNDAI_I20,2023,Wear Item,23,5,SUP-002,Honda OEM Supplies,10,25,4741.4,False,HYUNDAI_I20#2023
PART-CLUTCH,Clutch Plate,HYUNDAI_I20,2021,Wear Item,29,5,SUP-005,MRF Tyres,14,30,1876.03,True,HYUNDAI_I20#2021
PART-CLUTCH,Clutch Plate,TOYOTA_INNOVA,2020,Wear Item,14,5,SUP-003,Maruti Suzuki OEM,7,20,585.09,True,TOYOTA_INNOVA#2020
PART-CLUTCH,Clutch Plate,TOYOTA_INNOVA,2022,Wear Item,23,5,SUP-005,MRF Tyres,14,30,3402.87,False,TOYOTA_INNOVA#2022
PART-FUELFLTR,Fuel Filter,MARUTI_SWIFT,2021,Consumable,27,5,SUP-007,NGK Spark Plugs,6,15,1031.73,False,MARUTI_SWIFT#2021
PART-FUELFLTR,Fuel Filter,MARUTI_SWIFT,2023,Consumable,27,5,SUP-002,Honda OEM Supplies,10,25,3873.78,True,MARUTI_SWIFT#2023
PART-FUELFLTR,Fuel Filter,HONDA_CITY,2022,Consumable,30,5,SUP-010,Universal Auto,4,8,253.29,False,HONDA_CITY#2022
PART-FUELFLTR,Fuel Filter,HONDA_CITY,2020,Consumable,7,5,SUP-006,Amaron Batteries,3,10,2554.51,False,HONDA_CITY#2020
PART-FUELFLTR,Fuel Filter,HYUNDAI_I20,2023,Consumable,18,5,SUP-001,Castrol India,3,12,4120.54,True,HYUNDAI_I20#2023
PART-FUELFLTR,Fuel Filter,HYUNDAI_I20,2021,Consumable,16,5,SUP-007,NGK Spark Plugs,6,15,3196.15,False,HYUNDAI_I20#2021
PART-FUELFLTR,Fuel Filter,TOYOTA_INNOVA,2020,Consumable,18,5,SUP-003,Maruti Suzuki OEM,7,20,921.88,False,TOYOTA_INNOVA#2020
PART-FUELFLTR,Fuel Filter,TOYOTA_INNOVA,2022,Consumable,30,5,SUP-010,Universal Auto,4,8,4602.11,False,TOYOTA_INNOVA#2022
PART-FUELFLTR,Fuel Filter,TATA_NEXON,2023,Consumable,18,5,SUP-008,Bosch India,5,18,4137.39,False,TATA_NEXON#2023
PART-FUELFLTR,Fuel Filter,KIA_SELTOS,2022,Consumable,12,5,SUP-006,Amaron Batteries,3,10,4162.12,True,KIA_SELTOS#2022
PART-SUSPARM,Suspension Arm,MARUTI_SWIFT,2021,OEM Part,19,5,SUP-005,MRF Tyres,14,30,1257.12,False,MARUTI_SWIFT#2021
PART-SUSPARM,Suspension Arm,MARUTI_SWIFT,2023,OEM Part,24,5,SUP-010,Universal Auto,4,8,3357.53,False,MARUTI_SWIFT#2023
PART-SUSPARM,Suspension Arm,HONDA_CITY,2022,OEM Part,20,5,SUP-001,Castrol India,3,12,4262.22,False,HONDA_CITY#2022
PART-SUSPARM,Suspension Arm,HONDA_CITY,2020,OEM Part,11,5,SUP-008,Bosch India,5,18,1806.38,False,HONDA_CITY#2020
PART-SUSPARM,Suspension Arm,HYUNDAI_I20,2023,OEM Part,13,5,SUP-006,Amaron Batteries,3,10,4407.58,False,HYUNDAI_I20#2023
PART-SUSPARM,Suspension Arm,HYUNDAI_I20,2021,OEM Part,5,5,SUP-009,Toyota OEM,10,25,2607.3,False,HYUNDAI_I20#2021
PART-SUSPARM,Suspension Arm,TOYOTA_INNOVA,2020,OEM Part,12,5,SUP-002,Honda OEM Supplies,10,25,3614.37,False,TOYOTA_INNOVA#2020
PART-SUSPARM,Suspension Arm,TOYOTA_INNOVA,2022,OEM Part,29,5,SUP-009,Toyota OEM,10,25,1239.6,False,TOYOTA_INNOVA#2022
PART-SUSPARM,Suspension Arm,TATA_NEXON,2023,OEM Part,19,5,SUP-008,Bosch India,5,18,3975.02,True,TATA_NEXON#2023
PART-SUSPARM,Suspension Arm,KIA_SELTOS,2022,OEM Part,12,5,SUP-005,MRF Tyres,14,30,2051.79,False,KIA_SELTOS#2022
PART-SHOCKABS,Shock Absorber,MARUTI_SWIFT,2021,Wear Item,26,5,SUP-005,MRF Tyres,14,30,2928.7,False,MARUTI_SWIFT#2021
PART-SHOCKABS,Shock Absorber,MARUTI_SWIFT,2023,Wear Item,21,5,SUP-009,Toyota OEM,10,25,1751.6,False,MARUTI_SWIFT#2023
PART-SHOCKABS,Shock Absorber,HONDA_CITY,2022,Wear Item,27,5,SUP-006,Amaron Batteries,3,10,2296.04,False,HONDA_CITY#2022
PART-SHOCKABS,Shock Absorber,HONDA_CITY,2020,Wear Item,12,5,SUP-005,MRF Tyres,14,30,647.25,False,HONDA_CITY#2020
PART-SHOCKABS,Shock Absorber,HYUNDAI_I20,2023,Wear Item,8,5,SUP-006,Amaron Batteries,3,10,3727.26,False,HYUNDAI_I20#2023
PART-SHOCKABS,Shock Absorber,HYUNDAI_I20,2021,Wear Item,11,5,SUP-004,Hyundai OEM,8,22,3706.09,False,HYUNDAI_I20#2021
PART-SHOCKABS,Shock Absorber,TOYOTA_INNOVA,2020,Wear Item,29,5,SUP-010,Universal Auto,4,8,2646.95,False,TOYOTA_INNOVA#2020
PART-SHOCKABS,Shock Absorber,TOYOTA_INNOVA,2022,Wear Item,11,5,SUP-002,Honda OEM Supplies,10,25,1516.42,False,TOYOTA_INNOVA#2022
PART-SHOCKABS,Shock Absorber,TATA_NEXON,2023,Wear Item,14,5,SUP-003,Maruti Suzuki OEM,7,20,120.03,False,TATA_NEXON#2023
PART-SHOCKABS,Shock Absorber,KIA_SELTOS,2022,Wear Item,6,5,SUP-005,MRF Tyres,14,30,4872.76,False,KIA_SELTOS#2022
PART-WIPERBLD,Wiper Blade,MARUTI_SWIFT,2021,Consumable,25,5,SUP-003,Maruti Suzuki OEM,7,20,4348.88,False,MARUTI_SWIFT#2021
PART-WIPERBLD,Wiper Blade,MARUTI_SWIFT,2023,Consumable,5,5,SUP-002,Honda OEM Supplies,10,25,2891.62,False,MARUTI_SWIFT#2023
PART-WIPERBLD,Wiper Blade,HONDA_CITY,2022,Consumable,19,5,SUP-008,Bosch India,5,18,1736.49,True,HONDA_CITY#2022
PART-WIPERBLD,Wiper Blade,HONDA_CITY,2020,Consumable,20,5,SUP-005,MRF Tyres,14,30,614.73,True,HONDA_CITY#2020
PART-WIPERBLD,Wiper Blade,HYUNDAI_I20,2023,Consumable,20,5,SUP-007,NGK Spark Plugs,6,15,416.71,True,HYUNDAI_I20#2023
PART-WIPERBLD,Wiper Blade,HYUNDAI_I20,2021,Consumable,9,5,SUP-003,Maruti Suzuki OEM,7,20,4065.15,False,HYUNDAI_I20#2021
PART-WIPERBLD,Wiper Blade,TOYOTA_INNOVA,2020,Consumable,12,5,SUP-002,Honda OEM Supplies,10,25,636.34,False,TOYOTA_INNOVA#2020
PART-WIPERBLD,Wiper Blade,TOYOTA_INNOVA,2022,Consumable,24,5,SUP-010,Universal Auto,4,8,3964.17,False,TOYOTA_INNOVA#2022
PART-WIPERBLD,Wiper Blade,TATA_NEXON,2023,Consumable,17,5,SUP-009,Toyota OEM,10,25,2280.05,False,TATA_NEXON#2023
PART-WIPERBLD,Wiper Blade,KIA_SELTOS,2022,Consumable,23,5,SUP-005,MRF Tyres,14,30,4950.65,False,KIA_SELTOS#2022
PART-HEADLAMP,Headlamp Bulb H4,MARUTI_SWIFT,2021,Consumable,24,5,SUP-010,Universal Auto,4,8,348.14,True,MARUTI_SWIFT#2021
PART-HEADLAMP,Headlamp Bulb H4,MARUTI_SWIFT,2023,Consumable,25,5,SUP-004,Hyundai OEM,8,22,1094.57,True,MARUTI_SWIFT#2023
PART-HEADLAMP,Headlamp Bulb H4,HONDA_CITY,2022,Consumable,12,5,SUP-003,Maruti Suzuki OEM,7,20,910.38,True,HONDA_CITY#2022
PART-HEADLAMP,Headlamp Bulb H4,HONDA_CITY,2020,Consumable,5,5,SUP-003,Maruti Suzuki OEM,7,20,2072.16,False,HONDA_CITY#2020
PART-HEADLAMP,Headlamp Bulb H4,HYUNDAI_I20,2023,Consumable,6,5,SUP-005,MRF Tyres,14,30,1195.81,False,HYUNDAI_I20#2023
PART-HEADLAMP,Headlamp Bulb H4,HYUNDAI_I20,2021,Consumable,7,5,SUP-008,Bosch India,5,18,3452.56,False,HYUNDAI_I20#2021
PART-HEADLAMP,Headlamp Bulb H4,TOYOTA_INNOVA,2020,Consumable,26,5,SUP-010,Universal Auto,4,8,4029.33,False,TOYOTA_INNOVA#2020
PART-HEADLAMP,Headlamp Bulb H4,TOYOTA_INNOVA,2022,Consumable,8,5,SUP-007,NGK Spark Plugs,6,15,2745.58,False,TOYOTA_INNOVA#2022
PART-HEADLAMP,Headlamp Bulb H4,TATA_NEXON,2023,Consumable,9,5,SUP-005,MRF Tyres,14,30,403.48,False,TATA_NEXON#2023
PART-HEADLAMP,Headlamp Bulb H4,KIA_SELTOS,2022,Consumable,24,5,SUP-005,MRF Tyres,14,30,3757.34,False,KIA_SELTOS#2022
